Holding,Symbol,Weighting
Justsystems Corporation,4686,0.0%
Europower Enerji ve Otomasyon Teknolojileri Sanayi Ticaret AS,EUPWR.E,0.0%
Monde Nissin Corp.,MONDE,0.0%
Zhejiang Hailiang Co. Ltd. Class A,002203,0.0%
"JCET Group Co., Ltd. Class A",600584,0.0%
Guangzhou Development Group Incorporated Class A,600098,0.0%
Guangdong HEC Technology Holding Co. Ltd. Class A,600673,0.0%
"Yuan Longping High-Tech Agriculture Co., Ltd. Class A",000998,0.0%
Hongta Securities Co Ltd Class A,601236,0.0%
"Zhongan Online P&C Insurance Co., Ltd. Class H",6060,0.0%
"Dong-E-E-Jiao Co., Ltd. Class A",000423,0.0%
"Bank of Shanghai Co., Ltd. Class A",601229,0.0%
SJM Holdings Limited,880,0.0%
PT Mayora Indah Tbk,MYOR,0.0%
"Guangdong Electric Power Development Co., Ltd Class B",200539,0.0%
"TCL Zhonghuan Renewable Energy Technology Co., Ltd. Class A",002129,0.0%
"Spring Airlines Co., Ltd. Class A",601021,0.0%
"Shenzhen Energy Group Co., Ltd. Class A",000027,0.0%
momo.com Incorporated,8454,0.0%
"Sany Heavy Equipment International Holdings Co., Ltd.",631,0.0%
"Anjoy Foods Group Co., Ltd. Class A",603345,0.0%
"Shanghai Baosight Software Co., Ltd. Class A",600845,0.0%
"Shanghai Bailian Group Co., Ltd. Class A",600827,0.0%
"Luenmei Quantum Co., Ltd. Class A",600167,0.0%
"Poly Property Services Co., Ltd. Class H",6049,0.0%
XGimi Technology Co. Ltd. Class A,688696,0.0%
Sharp Corporation,6753,0.0%
"Dongfeng Automobile Co., Ltd. Class A",600006,0.0%
Zorlu Enerji Elektrik Uretim A.S.,ZOREN.E,0.0%
"Poly Developments & Holdings Group Co., Ltd. Class A",600048,0.0%
"TongFu Microelectronics Co., Ltd. Class A",002156,0.0%
"Shenzhen Senior Technology Material Co., Ltd. Class A",300568,0.0%
Beijing Roborock Technology Co. Ltd. Class A,688169,0.0%
"Henan Shuanghui Investment & Development Co., Ltd. Class A",000895,0.0%
"Yunnan Chihong Zinc & Germanium Co., Ltd. Class A",600497,0.0%
"Yangling Metron New Material Co., Ltd. Class A",300861,0.0%
Inner Mongolia Yuan Xing Energy Company Limited Class A,000683,0.0%
Champion Real Estate Investment Trust,2778,0.0%
"Western Mining Co., Ltd. Class A",601168,0.0%
Rajesh Exports Limited,531500,0.0%
Sao Martinho S.A.,SMTO3,0.0%
China Railway Signal & Communication Corp. Ltd. Class H,3969,0.0%
"SINOPEC Engineering (Group) Co., Ltd. Class H",2386,0.0%
Fielmann Group AG,FIE,0.0%
"Juneyao Airlines Co., Ltd. Class A",603885,0.0%
"China Resources Double-Crane Pharmaceutical Co., Ltd. Class A",600062,0.0%
"Dongguan Yiheda Automation Co., Ltd. Class A",301029,0.0%
"China Cinda Asset Management Co., Ltd. Class H",1359,0.0%
Svenska Handelsbanken AB Class B,SHB.B,0.0%
Cheil Worldwide Inc.,030000,0.0%
"Visual China Group Co., Ltd. Class A",000681,0.0%
"CMST Development Co., Ltd. Class A",600787,0.0%
"Walvax Biotechnology Co., Ltd. Class A",300142,0.0%
"Jafron Biomedical Co., Ltd. Class A",300529,0.0%
"Flat Glass Group Co., Ltd. Class H",6865,0.0%
Loongson Technology Corp. Ltd. Class A,688047,0.0%
"Holitech Technology Co., Ltd. Class A",002217,0.0%
China CITIC Bank Corporation Ltd Class A,601998,0.0%
"XJ Electric Co., Ltd. Class A",000400,0.0%
"Shenzhen Jinjia Group Co., Ltd. Class A",002191,0.0%
"EIS Eczacibasi Ilac, Sinai ve Finansal Yatirimlar Sanayi ve Ticaret A.S.",ECILC.E,0.0%
MeiHua Holdings Group Co Ltd. Class A,600873,0.0%
Eurazeo SA,RF,0.0%
Shenzhen Expressway Corporation Limited Class A,600548,0.0%
Man Wah Holdings Limited,1999,0.0%
Indorama Ventures Public Co. Ltd.,IVL,0.0%
"Ingenic Semiconductor Co., Ltd Class A",300223,0.0%
"SUNWODA Electronic Co., Ltd. Class A",300207,0.0%
Zhejiang Dahua Technology Co. Ltd. Class A,002236,0.0%
"Daewoo Engineering & Construction Co., Ltd",047040,0.0%
Terna Energy S.A.,TENERGY,0.0%
"Jinyu Bio-Technology Co., Ltd. Class A",600201,0.0%
Europen Endustri Insaat Sanayi ve Ticaret A.S.,EUREN.E,0.0%
Guoyuan Securities Company Limited Class A,000728,0.0%
Lee & Man Paper Manufacturing Limited,2314,0.0%
Weifu High-Technology Group Co. Ltd. Class B,200581,0.0%
"China International Marine Containers (Group) Co., Ltd Class A",000039,0.0%
"Youngor Fashion Co., Ltd. Class A",600177,0.0%
OYAK Cimento Fabrikalari A.S.,OYAKC.E,0.0%
"Zhejiang Runtu Co., Ltd. Class A",002440,0.0%
Legend Holdings Corporation Class H,3396,0.0%
"Qinghai Salt Lake Industry Co., Ltd. Class A",000792,0.0%
"Easyhome New Retail Group Co., Ltd Class A",000785,0.0%
Shenzhen S.C New Energy Technology Corp. Class A,300724,0.0%
Shanghai Pharmaceuticals Holding Co. Ltd. Class H,2607,0.0%
Eurazeo SA,Other,0.0%
Sberbank Russia PJSC,SBER,0.0%
HUAYU Automotive Systems Company Limited Class A,600741,0.0%
INTRAKAT SOCIETE ANONYME OF TECHNICAL AND ENERGY PROJECTS,INKAT,0.0%
Chongqing Rural Commercial Bank Co. Ltd. Class H,3618,0.0%
Shougang Fushan Resources Group Limited,639,0.0%
"Guangxi Energy Co., Ltd. Class A",600310,0.0%
"New China Life Insurance Co., Ltd. Class A",601336,0.0%
"Yantai Eddie Precision Machinery Co., Ltd. Class A",603638,0.0%
"BAIC BluePark New Energy Technology Co., Ltd. Class A",600733,0.0%
Erciyas Celik Boru Sanayi A.S.,ERCB.E,0.0%
Shanghai BOCHU Electronic Technology Corporation Limited Class A,688188,0.0%
Kerry Logistics Network Ltd.,636,0.0%
Wintime Energy Group Co. Ltd. Class A,600157,0.0%
Aluminum Corporation of China Limited Class A,601600,0.0%
"Zhongjin Gold Corp., Ltd. Class A",600489,0.0%
Kingboard Laminates Holdings Limited,1888,0.0%
"Zhejiang Dingli Machinery Co., Ltd. Class A",603338,0.0%
Akcansa Cimento Sanayi ve Ticaret A.S.,AKCNS.E,0.0%
Puregold Price Club Inc.,PGOLD,0.0%
"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. Class H",2196,0.0%
"Shenzhen Yan Tian Port Holdings Co., Ltd. Class A",000088,0.0%
Shapir Engineering and Industry Ltd,SPEN,0.0%
"YOOZOO Interactive Co., Ltd. Class A",002174,0.0%
Smoore International Holdings Limited,6969,0.0%
"Goodwe Technologies Co., Ltd. Class A",688390,0.0%
CMOC Group Limited Class A,603993,0.0%
Greenland Holdings Group Corporation Ltd Class A,600606,0.0%
"Beijing-Shanghai High-Speed Railway Co., Ltd. Class A",601816,0.0%
"Shan Xi Hua Yang Group New Energy Co., Ltd. Class A",600348,0.0%
"KUSURI NO AOKI HOLDINGS CO.,LTD.",3549,0.0%
"Chongqing Taiji Industry (Group) Co., Ltd. Class A",600129,0.0%
Porto Seguro S.A.,PSSA3,0.0%
Contec Medical Systems Co. Ltd. Class A,300869,0.0%
"Shandong Humon Smelting Co., Ltd. Class A",002237,0.0%
GlaxoSmithKline Pharmaceuticals Limited,500660,0.0%
Arabian Centres Co.,4321,0.0%
"Beijing Yanjing Brewery Co., Ltd. Class A",000729,0.0%
"Dongfeng Motor Group Co., Ltd. Class H",489,0.0%
"Shenwan Hongyuan Group Co., Ltd. Class A",000166,0.0%
Orient Corporation,8585,0.0%
Bata India Ltd,500043,0.0%
Deutsche Wohnen SE,DWNI,0.0%
UNO Minda Limited,532539,0.0%
"Weihai Guangwei Composites Co., Ltd. Class A",300699,0.0%
"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd. Class A",000999,0.0%
Santam Limited,SNT,0.0%
Bloomberry Resorts Corporation,BLOOM,0.0%
SIA Engineering Co. Ltd.,S59,0.0%
Tata Teleservices (Maharashtra) Limited,532371,0.0%
Turkiye Sigorta A.S.,TURSG.E,0.0%
LOTTE ENERGY MATERIALS CORPORATION,020150,0.0%
MR. D.I.Y. Group (M) Bhd.,5296,0.0%
Whirlpool Of India Limited,500238,0.0%
"Shinghwa Advanced Material Group Co., Ltd. Class A",603026,0.0%
Beijing Tiantan Biological Products Corporation Limited Class A,600161,0.0%
"Sichuan Road & Bridge Co., Ltd. Class A",600039,0.0%
"InMyShow Digital Technology (Group) Co., Ltd. Class A",600556,0.0%
"Zhuzhou Hongda Electronics Corp., Ltd. Class A",300726,0.0%
"Xinjiang Zhongtai Chemical Co., Ltd. Class A",002092,0.0%
"China CITIC Financial Asset Management Co., Ltd. Class H",2799,0.0%
PT Bumi Serpong Damai Tbk,BSDE,0.0%
"Guangzhou Automobile Group Co., Ltd. Class H",2238,0.0%
ALD SA,ALD,0.0%
"Anhui Yingjia Distillery Co., Ltd. Class A",603198,0.0%
Dr. Lal PathLabs Limited,539524,0.0%
H. Lundbeck A/S Class A,HLUN.A,0.0%
China Travel International Investment Hong Kong Limited,308,0.0%
"FAW Jiefang Group Co., Ltd Class A",000800,0.0%
Focus Media Information Technology Co Ltd Class A,002027,0.0%
NLC India Limited,513683,0.0%
AUREN ENERGIA S.A.,AURE3,0.0%
Everbright Securities Company Limited Class A,601788,0.0%
"Topsec Technologies Group, Inc. Class A",002212,0.0%
Yunnan Aluminium Co. Ltd. Class A,000807,0.0%
"SMS Co., Ltd.",2175,0.0%
"Bank of Jiangsu Co., Ltd. Class A",600919,0.0%
Dogus Otomotiv Servis ve Ticaret Anonim Sirketi,DOAS.E,0.0%
Shenzhen New Industries Biomedical Engineering Co. Ltd. Class A,300832,0.0%
Super Hi International Holding Ltd.,9658,0.0%
Muangthai Capital Public Co. Ltd.,MTC,0.0%
"Taiwan Secom Co., Ltd.",9917,0.0%
Compania Cervecerias Unidas S.A.,CCU,0.0%
"Yunnan Tin Co., Ltd. Class A",000960,0.0%
"Joinn Laboratories (China) Co., Ltd. Class A",603127,0.0%
"Shengyi Technology Co., Ltd. Class A",600183,0.0%
Liontown Resources Limited,LTR,0.0%
"Oriental Energy Co., Ltd. Class A",002221,0.0%
Inner Mongolia Baotou Steel Union Co. Ltd. Class A,600010,0.0%
"Shanghai Stonehill Technology Co., Ltd. Class A",002195,0.0%
"Iray Technology Co., Ltd Class A",688301,0.0%
"North Huajin Chemical Industries Co., Ltd. Class A",000059,0.0%
Zhongtai Securities Co Ltd Class A,600918,0.0%
"Harbin Boshi Automation Co., Ltd. Class A",002698,0.0%
PT Vale Indonesia Tbk,INCO,0.0%
Fraser & Neave Holdings Bhd.,3689,0.0%
Athens Water Supply and Sewerage Company S.A.,EYDAP,0.0%
"37 Interactive Entertainment Network Technology Group Co., Ltd.",002555,0.0%
"China Great Wall Securities Co., Ltd. Class A",002939,0.0%
AECC Aviation Power Co Ltd Class A,600893,0.0%
"Yangzhou Yangjie Electronic Technology Co., Ltd. Class A",300373,0.0%
Hyundai Wia Corporation,011210,0.0%
"Hainan Drinda New Energy Technology Co., Ltd. Class A",002865,0.0%
"Beijing Capital Development Co., Ltd. Class A",600376,0.0%
"Huaxin Cement Co., Ltd. Class H",6655,0.0%
Guangzhou Baiyun International Airport Company Limited Class A,600004,0.0%
"Shenzhen YUTO Packaging Technology Co., Ltd. Class A",002831,0.0%
"Lao Feng Xiang Co., Ltd. Class A",600612,0.0%
"Hangzhou Silan Microelectronics Co., Ltd. Class A",600460,0.0%
Skandinaviska Enskilda Banken AB Class C,SEB.C,0.0%
OSG Corp,6136,0.0%
Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd. Class A,000060,0.0%
Beijing Enterprises Water Group Limited,371,0.0%
Yunnan Baiyao Group Co. Ltd. Class A,000538,0.0%
Huadian Power International Corp. Ltd. Class H,1071,0.0%
NS Solutions Corp,2327,0.0%
Smartfit Escola de Ginastica e Danca SA,SMFT3,0.0%
Kontrolmatik Teknoloji Enerji ve Muhendislik AS,KONTR.E,0.0%
"Sungrow Power Supply Co., Ltd. Class A",300274,0.0%
Xinjiang Daqo New Energy Co. Ltd. Class A,688303,0.0%
North China Pharmaceutical Company Ltd. Class A,600812,0.0%
Shenzhen Kedali Industry Co Ltd Class A,002850,0.0%
Cambricon Technologies Corp. Ltd. Class A,688256,0.0%
Kakao Games Corp.,293490,0.0%
"Hino Motors,Ltd.",7205,0.0%
"Hanmi Science Co., Ltd",008930,0.0%
"Yantai Jereh Oilfield Services Group Co., Ltd. Class A",002353,0.0%
"Southwest Securities Co., Ltd. Class A",600369,0.0%
Diagnosticos da America S.A.,DASA3,0.0%
Admie Holdings SA,ADMIE,0.0%
Dongfang Electric Corporation Limited Class A,600875,0.0%
MLP Saglik Hizmetleri AS Class B,MPARK.E,0.0%
"Huagong Tech Co., Ltd. Class A",000988,0.0%
"Yantai Changyu Pioneer Wine Co., Ltd. Class B",200869,0.0%
"Chaozhou Three-Circle (Group) Co., Ltd. Class A",300408,0.0%
Zoomlion Heavy Industry Science & Technology Co. Ltd. Class A,000157,0.0%
"Beijing Jetsen Technology Co., Ltd. Class A",300182,0.0%
Red Star Macalline Group Corporation Ltd Class H,1528,0.0%
Hopson Development Holdings Limited,754,0.0%
"XCMG Construction Machinery Co., Ltd. Class A",000425,0.0%
Giant Network Group Co. Ltd. Class A,002558,0.0%
Tabcorp Holdings Limited,TAH,0.0%
CJ Corporation,001040,0.0%
"Bank of Guiyang Co., Ltd. Class A",601997,0.0%
Maanshan Iron & Steel Co. Ltd. Class A,600808,0.0%
"Zhejiang Weiming Environment Protection Co., Ltd. Class A",603568,0.0%
"Western Securities Co., Ltd. Class A",002673,0.0%
Hanon Systems,018880,0.0%
"Wangfujing Group Co., Ltd. Class A",600859,0.0%
"Himile Mechanical Science & Technology (Shandong) Co., Ltd. Class A",002595,0.0%
U-Ming Marine Transport Corp.,2606,0.0%
"Nishi-Nippon Railroad Co., Ltd.",9031,0.0%
"Alpek, S.A.B. de C.V. Class A",ALPEKA,0.0%
Tofas Turk Otomobil Fabrikasi A.S.,TOASO.E,0.0%
"Jiangsu Yoke Technology Co., Ltd. Class A",002409,0.0%
Fertiglobe Plc,FERTIGLOBE,0.0%
"Shanghai Awinic Technology Co., Ltd. Class A",688798,0.0%
Hartalega Holdings Bhd.,5168,0.0%
Rabigh Refining & Petrochemical Co.,2380,0.0%
"Yaoko Co., Ltd.",8279,0.0%
"Jiangsu Linyang Energy Co., Ltd. Class A",601222,0.0%
"Shenzhen New Nanshan Holding (Group) Co., Ltd. Class A",002314,0.0%
Meinian Onehealth Healthcare Holdings Co Ltd Class A,002044,0.0%
"China Everbright Bank Co., Ltd. Class A",601818,0.0%
"F&F Co., Ltd.",383220,0.0%
Ellaktor SA,ELLAKTOR,0.0%
"Tsingtao Brewery Co., Ltd. Class A",600600,0.0%
CSN Mineracao SA,CMIN3,0.0%
"Shandong Pharmaceutical Glass Co., Ltd. Class A",600529,0.0%
"Shanghai Junshi Biosciences Co., Ltd. Class H",1877,0.0%
Hoshine Silicon Industry Co. Ltd. Class A,603260,0.0%
Investco Holding A.S.,INVES.E,0.0%
Dogan Sirketler Grubu Holding A.S.,DOHOL.E,0.0%
Liaoning Port Company Limited Class A,601880,0.0%
"Orient Securities Co., Ltd. Class H",3958,0.0%
"Jiangxi Special Electric Motor Co., Ltd. Class A",002176,0.0%
"Pacific Securities Co., Ltd. Class A",601099,0.0%
SG Micro Corp. Class A,300661,0.0%
"Inner Mongolia ERDOS Resources Co., Ltd. Class A",600295,0.0%
"Autobio Diagnostics Co., Ltd. Class A",603658,0.0%
Sichuan Hebang Biotechnology Co. Ltd. Class A,603077,0.0%
Yunnan Yuntianhua Co. Ltd. Class A,600096,0.0%
Arcelik A.S.,ARCLK.E,0.0%
"Jiangling Motors Co., Ltd. Class A",000550,0.0%
Blue Moon Group Holdings Ltd.,6993,0.0%
PT Indosat Tbk Class B,ISAT,0.0%
"Huafon Chemical Co., Ltd. Class A",002064,0.0%
ENERJISA ENERJI A.S,ENJSA.E,0.0%
Hong Leong Financial Group Bhd.,1082,0.0%
"China National Chemical Engineering Co., Ltd Class A",601117,0.0%
"Datang International Power Generation Co., Ltd. Class H",991,0.0%
Vestel Elektronik Sanayi ve Ticaret A.S.,VESTL.E,0.0%
"Tibet Cheezheng Tibetan Medicine Co., Ltd. Class A",002287,0.0%
"Shandong Hualu-Hengsheng Chemical Co., Ltd. Class A",600426,0.0%
Kardemir Karabiik Demir celik Sanayi ve Ticaret A.S. Class D,KRDMD.E,0.0%
Goldwind Science & Technology Co. Ltd. Class A,002202,0.0%
SLC Agricola S.A.,SLCE3,0.0%
Daiwa Securities Living Investment Corporation,8986,0.0%
"Postal Savings Bank of China Co., Ltd. Class A",601658,0.0%
Shanghai Moons Electrical Co. Ltd. Class A,603728,0.0%
"Huatai Securities Co., Ltd. Class A",601688,0.0%
"First Capital Securities Co., Ltd. Class A",002797,0.0%
PT Semen Indonesia (Persero) Tbk,SMGR,0.0%
China Enterprise Company Limited Class A,600675,0.0%
"Rising Nonferrous Metals Share Co., Ltd. Class A",600259,0.0%
UnipolSai Assicurazioni S.p.A.,US,0.0%
Electra Ltd,ELTR,0.0%
"China International Marine Containers (Group) Co., Ltd Class H",2039,0.0%
"JOINN Laboratories (China) Co., Ltd. Class H",6127,0.0%
"Tiandi Science & Technology Co.,LTD Class A",600582,0.0%
Semirara Mining & Power Corp.,SCC,0.0%
"Suzhou Dongshan Precision Manufacturing Co., Ltd Class A",002384,0.0%
"Zhejiang Chint Electrics Co., Ltd Class A",601877,0.0%
Aksa Enerji Uretim A.S.,AKSEN.E,0.0%
Hua Hong Semiconductor Ltd.,1347,0.0%
Arabian Drilling Co.,2381,0.0%
"Amlogic (Shanghai) Co., Ltd. Class A",688099,0.0%
"Jason Furniture (Hangzhou) Co., Ltd. Class A",603816,0.0%
"Shandong Denghai Seeds Co., Ltd. Class A",002041,0.0%
"Sealand Securities Co., Ltd. Class A",000750,0.0%
M. Dias Branco SA Industria e Comercio de Alimentos,MDIA3,0.0%
"Offcn Education Technology Co., Ltd. Class A",002607,0.0%
"Hunan Goke Microelectronics Co., Ltd. Class A",300672,0.0%
Hualan Biological Engineering Inc. Class A,002007,0.0%
FIT Hon Teng Limited,6088,0.0%
China Resources Pharmaceutical Group Ltd.,3320,0.0%
"Guangdong Kinlong Hardware Products Co., Ltd. Class A",002791,0.0%
"Zhejiang Jiuzhou Pharmaceutical Co., Ltd. Class A",603456,0.0%
"Nongshim Co., Ltd.",004370,0.0%
"Hyundai Department Store Co., Ltd",069960,0.0%
"Yonghui Superstores Co., Ltd. Class A",601933,0.0%
COLT CZ GROUP SE,CZG,0.0%
"Tianshui Huatian Technology Co., Ltd. Class A",002185,0.0%
IRICO Display Devices Co. Ltd. Class A,600707,0.0%
"By-health Co., Ltd. Class A",300146,0.0%
"Chongqing Fuling Zhacai Group Co., Ltd. Class A",002507,0.0%
"Guangzhou Great Power Energy & Technology Co., Ltd. Class A",300438,0.0%
Beijing New Building Materials (Group) Co Ltd Class A,000786,0.0%
Xi\'an Shaangu Power Co. Ltd. Class A,601369,0.0%
Unipro PJSC,UPRO,0.0%
"Hubei Biocause Pharmaceutical Co., Ltd. Class A",000627,0.0%
"Zhangzhou Pientzehuang Pharmaceutical Co., Ltd. Class A",600436,0.0%
Shangri-La Asia Limited,69,0.0%
"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd. Class B",900912,0.0%
Metallurgical Corporation of China Ltd. Class A,601618,0.0%
Tangshan Jidong Cement Co. Ltd. Class A,000401,0.0%
Dubai Investment (P.J.S.C),DIC,0.0%
"SUPCON Technology Co., Ltd. Class A",688777,0.0%
Nipro Corporation,8086,0.0%
"Shaanxi International Trust Corp., Ltd. Class A",000563,0.0%
Hunan Changyuan Lico Co. Ltd. Class A,688779,0.0%
"ORG Technology Co., Ltd. Class A",002701,0.0%
DGB Financial Group Co Ltd,139130,0.0%
Kingclean Electric Co Ltd Class A,603355,0.0%
Seera Holding Group,1810,0.0%
"Beiqi Foton Motor Co., Ltd. Class A",600166,0.0%
"Eternal Materials Co., Ltd.",1717,0.0%
Pure Health Holding PJSC,PUREHEALTH,0.0%
China Energy Engineering Corp. Ltd. Class H,3996,0.0%
Amvis Holdings.Inc.,7071,0.0%
China Oilfield Services Limited Class A,601808,0.0%
Qassim Cement Co.,3040,0.0%
"Hengtong Optic-Electric Co., Ltd. Class A",600487,0.0%
"Valiant Co., Ltd. Class A",002643,0.0%
Levima Advanced Materials Corp. Class A,003022,0.0%
Yihai International Holding Ltd.,1579,0.0%
"Morinaga & Co., Ltd.",2201,0.0%
Turkiye Garanti Bankasi Anonim Sirketi,GARAN.E,0.0%
Energix-Renewable Energies Ltd.,ENRG,0.0%
"Shenzhen Overseas Chinese Town Co., Ltd. Class A",000069,0.0%
"Shenzhen Capchem Technology Co., Ltd. Class A",300037,0.0%
Zhejiang NHU Co. Ltd. Class A,002001,0.0%
Sinotrans Ltd. Class A,601598,0.0%
"NSFOCUS Technologies Group Co., Ltd. Class A",300369,0.0%
"Zhuhai Huafa Properties Co.,Ltd Class A",600325,0.0%
Guotai Junan International Holdings Limited,1788,0.0%
Shanghai Pharmaceuticals Holding Co. Ltd. Class A,601607,0.0%
Turkiye Sinai Kalkinma Bankasi A.S.,TSKB.E,0.0%
"Sichuan Changhong Electric Co., Ltd. Class A",600839,0.0%
Quest Holdings SA,QUEST,0.0%
Athens International Airport S.A,AIA,0.0%
3M India Limited,523395,0.0%
Banco Itau Chile,ITAUCL,0.0%
Insignia Financial Ltd,IFL,0.0%
"Pylon Technologies Co., Ltd. Class A",688063,0.0%
"Anhui Jianghuai Automobile Group Corp., Ltd. Class A",600418,0.0%
Shanghai Bairun Investment Holding Group Co. Ltd. Class A,002568,0.0%
"Huaxia Eye Hospital Group Co., Ltd.",301267,0.0%
PT Dayamitra Telekomunikasi Tbk,MTEL,0.0%
"Beijing Shougang Co., Ltd. Class A",000959,0.0%
"Guangdong Haid Group Co., Limited Class A",002311,0.0%
"China Everbright Bank Co., Ltd. Class H",6818,0.0%
"Zhuzhou CRRC Times Electric Co., Ltd. Class A",688187,0.0%
Shanghai Electric Group Company Limited Class A,601727,0.0%
"AECC Aero-engine Control Co., Ltd. Class A",000738,0.0%
"Zhejiang Hisoar Pharmaceutical Co., Ltd. Class A",002099,0.0%
"SKSHU Paint Co., Ltd. Class A",603737,0.0%
"Ningbo Zhoushan Port Co., Ltd. Class A",601018,0.0%
Smart Gunes Enerjisi Teknolojileri Arastirma Gelistirme Uretim Sanayi ve Ticaret,SMRTG.E,0.0%
Corporacion Acciona Energias Renovables SA,ANE,0.0%
"Huizhou Desay SV Automotive Co., Ltd. Class A",002920,0.0%
Shenzhen Kangtai Biological Products Co. Ltd. Class A,300601,0.0%
Yangtze Optical Fibre and Cable Joint Stock Ltd Co Class H,6869,0.0%
Ningbo Ronbay New Energy Technology Co. Ltd. Class A,688005,0.0%
Banco Santander-Chile,BSANTANDER,0.0%
"Nanjing Iron & Steel Co., Ltd. Class A",600282,0.0%
Vodafone Qatar QSC,VFQS,0.0%
Formosa Sumco Technology Corporation,3532,0.0%
China Construction Bank Corporation Class A,601939,0.0%
China National Medicines Corporation Ltd. Class A,600511,0.0%
"Jiangsu Eastern Shenghong Co., Ltd. Class A",000301,0.0%
Air China Limited Class H,753,0.0%
"Toly Bread Co., Ltd. Class A",603866,0.0%
Cimsa Cimento Sanayi ve Ticaret A.S.,CIMSA.E,0.0%
"Yango Group Co., Ltd. Class A",000671,0.0%
Huadian Power International Corp. Ltd. Class A,600027,0.0%
"Weichai Power Co., Ltd. Class A",000338,0.0%
"Hysan Development Co., Ltd.",14,0.0%
"Zhejiang Wolwo Bio-Pharmaceutical Co., Ltd. Class A",300357,0.0%
"China Merchants Securities Co., Ltd. Class H",6099,0.0%
Kocaer Celik Sanayi ve Ticaret AS,KCAER.E,0.0%
Porton Pharma Solutions Ltd. Class A,300363,0.0%
Megaworld Corp.,MEG,0.0%
Americana Restaurants International PLC,6015,0.0%
Guangzhou Shiyuan Electronic Technology Co. Ltd. Class A,002841,0.0%
KrungThai Card Public Co. Ltd.,KTC,0.0%
Shanghai Waigaoqiao Free Trade Zone Group Co Ltd. Class A,600648,0.0%
"CJ ENM Co., Ltd.",035760,0.0%
"Shanghai Tunnel Engineering Co., Ltd. Class A",600820,0.0%
"Sichuan Chuantou Energy Co., Ltd. Class A",600674,0.0%
CW ENERJI MUHENDISLIK TICARET VE SANAYI A.S.,CWENE.E,0.0%
Alarko Holding A.S.,ALARK.E,0.0%
TPG Telecom Limited,TPG,0.0%
China United Network Communications Limited Class A,600050,0.0%
"Zhejiang Medicine Co., Ltd. Class A",600216,0.0%
BeiGene Ltd Class A,688235,0.0%
"Hua Xia Bank Co., Limited Class A",600015,0.0%
Ozak Gayrimenkul Yatirim Ortakligi AS,OZKGY.E,0.0%
"Chengdu Xingrong Environment Co., Ltd. Class A",000598,0.0%
ADAMA Ltd. Class A,000553,0.0%
"Wuchan Zhongda Group Co., Ltd. Class A",600704,0.0%
"TS Tech Co., Ltd.",7313,0.0%
Metallurgical Corporation of China Ltd. Class H,1618,0.0%
"Tianjin Chase Sun Pharmaceutical Co., Ltd. Class A",300026,0.0%
Tianjin 712 Communication & Broadcasting Co. Ltd. Class A,603712,0.0%
"Anhui Kouzi Distillery Co., Ltd. Class A",603589,0.0%
"CHINA BOHAI BANK CO., LTD. Class H",9668,0.0%
"Descente,Ltd.",8114,0.0%
"Shandong Chenming Paper Holdings Co., Ltd. Class A",000488,0.0%
Pigeon Corporation,7956,0.0%
CECEP Wind-Power Corp Class A,601016,0.0%
"Sinoma Science & Technology Co., Ltd. Class A",002080,0.0%
"Joincare Pharmaceutical Group Industry Co., Ltd. Class A",600380,0.0%
Korea Gas Corporation,036460,0.0%
SAIC Motor Corporation Limited Class A,600104,0.0%
Winner Medical Co. Ltd. Class A,300888,0.0%
"Shanghai Fudan Microelectronics Group Co., Ltd. Class A",688385,0.0%
"YOUNGY Co., Ltd. Class A",002192,0.0%
"Shinsegae Co., Ltd",004170,0.0%
Sarkuysan Elektrolitik Bakir Sanayi ve Ticaret A.S.,SARKY.E,0.0%
"Beijing Gehua CATV Network Co., Ltd. Class A",600037,0.0%
"COSCO SHIPPING Energy Transportation Co., Ltd. Class H",1138,0.0%
GALATA WIND ENERJI A.S.,GWIND.E,0.0%
"China Southern Power Grid Technology Co., Ltd. Class A",688248,0.0%
Turk Traktor ve Ziraat Makineleri A.S.,TTRAK.E,0.0%
Israel Corporation Ltd.,ILCO,0.0%
"Furukawa Electric Co., Ltd.",5801,0.0%
Daiwa Office Investment Corporation,8976,0.0%
PT Surya Citra Media Tbk,SCMA,0.0%
"Shenzhen Huaqiang Industry Co., Ltd Class A",000062,0.0%
"Huapont Life Sciences Co., Ltd. Class A",002004,0.0%
"Tianshan Aluminum Group Co., Ltd. Class A",002532,0.0%
Kayseri Seker Fabrikasi AS,KAYSE.E,0.0%
HTC Corporation,2498,0.0%
"Shenzhen Kingdom Sci-tech Co., Ltd. Class A",600446,0.0%
Suofeiya Home Collection Co. Ltd Class A,002572,0.0%
"C&S Paper Co., Ltd. Class A",002511,0.0%
Zhejiang HangKe Technology Incorporated Company Class A,688006,0.0%
VTech Holdings Limited,303,0.0%
"Kokuyo Co., Ltd.",7984,0.0%
"CSC Financial Co., Ltd. Class A",601066,0.0%
Sinosoft Co. Ltd. Class A,603927,0.0%
Autel Intelligent Technology Corp. Ltd. Class A,688208,0.0%
Oil & Gas Development Co. Ltd.,OGDC,0.0%
"AEON Financial Service Co., Ltd.",8570,0.0%
Atacadao SA,CRFB3,0.0%
